100
33 105
37 38 12
35 6 12
2 9 22
24 4 22
15 32 22
20 38 12
19 16 22
40 18 12
13 19 22
48 41 4
2 8 22
28 48 22
43 38 22
30 12 12
49 1 7
6 44 12
19 35 22
16 36 16
49 35 12
29 11 7
30 1 12
43 7 22
26 36 15
7 44 12
19 22 22
11 30 12
33 29 12
50 14 22
29 4 22
2 41 22
26 34 12
35 21 12
39 73
39 12 35
35 21 35
17 11 35
28 18 30
28 4 35
10 23 35
15 2 2
9 20 10
2 8 3
5 13 35
35 12 35
7 22 2
32 7 2
21 9 35
2 1 35
26 21 2
1 33 35
30 27 35
1 35 35
12 26 35
7 33 2
24 11 35
33 5 35
30 28 30
6 23 35
22 21 2
12 36 35
32 5 35
32 18 2
12 28 35
31 17 2
10 21 35
24 15 3
7 37 35
7 9 35
8 1 35
29 16 10
21 37 35
16 4 35
7 27 35
11 28 35
32 19 35
3 14 3
10 4 35
8 26 3
8 17 3
22 31 31
6 32 35
33 30 30
38 35 35
30 1 35
12 5 12
28 23 30
13 19 13
15 12 35
33 5 35
11 8 35
14 6 35
34 36 2
38 22 2
26 14 2
21 6 35
11 26 35
29 14 35
28 30 30
12 29 12
26 7 26
14 26 2
39 19 35
26 1 35
8 7 3
27 19 35
22 13 35
11 75
7 5 3
8 11 1
7 6 1
1 10 1
1 10 1
5 6 3
4 5 3
1 2 1
4 3 3
6 3 3
5 6 3
3 11 3
10 3 3
6 4 1
3 9 3
3 11 3
4 5 3
2 7 1
1 3 3
2 10 1
2 11 1
10 5 3
11 8 1
3 11 3
8 6 8
7 11 11
3 6 3
5 3 3
4 7 4
5 1 3
5 2 3
6 10 1
1 10 1
4 5 3
11 5 3
8 10 1
2 3 3
10 11 11
1 10 1
10 1 1
2 1 1
3 6 3
8 1 1
5 7 3
10 9 1
5 6 3
2 9 1
10 4 4
5 8 3
5 2 3
10 5 3
1 10 1
10 6 1
7 4 4
10 6 1
8 11 1
8 1 1
8 2 8
2 1 1
2 5 3
3 11 3
5 8 3
10 5 3
9 5 3
11 9 1
5 2 3
7 1 1
2 1 1
10 9 1
4 2 1
10 2 1
3 10 3
4 6 1
8 5 3
3 6 3
