Case #1: Impossible
17 1 111269
2 38 111290
7 20 111332
3 33 111507
5 14 111515
4 37 111527
23 8 111583
17 26 111685
12 20 111899
32 21 112012
2 36 112175
29 19 112212
41 40 112313
35 11 112347
24 3 112401
15 12 112553
23 34 112610
23 17 112621
12 16 112641
19 15 112808
18 20 112854
32 2 113073
33 5 113102
11 27 113389
2 37 113582
27 9 113683
15 16 113923
16 14 113938
13 26 114052
15 38 114066
4 9 114100
32 27 114147
20 2 114261
2 21 114285
11 34 114449
10 24 114633
30 22 114823
23 37 115221
32 38 115263
19 8 115384
28 30 115469
26 20 115602
40 30 115759
27 7 116150
21 38 116188
24 22 116388
19 17 116422
39 30 116518
20 4 116616
28 14 116721
7 13 116790
28 24 117361
13 34 117607
30 18 117773
21 9 117984
22 9 118099
27 3 118472
38 14 118545
10 23 118707
19 13 118789
38 22 119411
25 16 119445
6 9 119554
24 41 119725
1 34 119850
19 20 120339
21 7 120451
38 27 120489
10 21 120541
33 20 120610
40 16 120790
37 24 120879
23 3 120939
12 30 121282
35 25 121395
28 11 121446
4 33 122206
37 1 122461
33 18 122676
15 37 122702
21 3 122773
12 41 123150
14 7 123318
16 6 123547
37 32 123899
31 41 123919
7 9 123991
12 6 124118
18 39 124119
34 29 124184
34 7 124289
41 27 124783
7 32 124795
31 25 125061
20 24 125968
15 25 126046
35 34 126303
6 30 126496
38 23 126507
40 36 126783
14 37 127181
15 18 127298
8 34 127356
22 2 127840
9 26 128261
27 34 128349
34 17 128394
33 11 128426
39 40 128449
7 12 128580
25 2 128584
6 33 128747
39 6 128882
18 12 128883
4 41 129077
14 26 129114
18 27 129641
18 31 129652
23 20 130042
31 15 130261
31 14 130276
33 2 130366
17 35 130559
31 22 130740
24 14 130874
7 5 130966
33 24 131558
8 35 131597
31 28 131713
21 20 131876
32 4 132079
32 6 132417
21 34 132650
26 1 132865
9 19 132998
11 1 133040
29 35 133085
2 18 133175
5 23 133182
12 40 133213
22 39 133299
7 39 133344
38 1 133747
14 19 133851
1 4 133879
22 34 133908
21 18 133942
40 31 133982
33 35 134230
22 32 134414
6 27 134512
14 27 134944
1 2 134980
4 14 135361
4 13 135729
36 35 135790
35 15 136836
27 30 136958
21 23 137166
11 7 137240
1 19 137602
40 35 138025
12 22 138063
6 8 138269
34 37 138399
11 26 138520
21 6 138813
21 14 139245
38 26 139276
17 6 139307
15 22 139345
14 22 139360
41 7 139751
31 39 140055
27 1 140105
40 15 140281
4 36 140397
18 36 140867
21 30 141259
27 26 141403
24 32 141431
29 6 141441
29 4 142306
40 34 142711
6 28 142944
24 11 142977
24 1 143231
11 19 143257
18 32 143492
6 10 143548
39 2 143578
38 35 143701
26 28 143854
25 6 143876
19 38 144013
26 41 144021
21 1 144406
31 12 144819
22 25 144867
3 6 144982
24 13 145081
4 8 145478
26 21 145704
33 31 145910
27 19 146140
17 4 146516
14 18 146774
23 6 147602
37 26 147912
13 6 148018
36 31 148217
7 25 148338
12 2 148342
41 19 148758
34 5 148955
6 22 148969
31 2 149111
35 23 149553
38 34 149685
24 36 149749
7 4 150207
19 21 150441
18 7 150677
19 32 150977
15 6 151018
29 24 151658
18 1 152092
4 11 152329
37 19 152649
27 31 152875
39 4 152899
23 40 153308
37 6 153460
31 21 154009
4 5 154124
26 2 154704
24 8 154830
6 20 154883
31 1 155055
17 24 155868
24 12 156699
7 2 157442
4 12 157663
33 26 158051
19 2 159441
24 7 159559
5 6 159868
40 1 160548
15 27 161480
7 35 162231
33 19 162788
26 25 162914
24 5 163476
18 4 163698
21 15 165781
26 34 166554
36 26 166630
4 23 166922
18 23 167392
26 18 167505
19 25 167651
31 34 167716
25 4 167893
26 4 168112
26 16 170249
19 34 171291
19 36 171367
19 18 172242
4 19 172849
6 38 173242
7 31 173911
4 38 174107
31 23 174742
35 18 175722
6 1 175812
24 23 176274
25 24 176457
35 31 176617
26 24 177464
24 19 182201
39 19 182645
12 26 182672
31 26 183441
38 24 183459
18 34 184214
4 40 184523
7 6 185142
4 31 186932
19 12 187409
26 35 187484
18 6 189642
23 26 193155
40 24 193875
22 26 195671
31 24 196284
19 23 197892
22 19 200408
26 6 210045
6 31 211063
6 19 214782
Case #295: Impossible
Case #296: 352
27 9 5685
30 2 6364
18 36 7004
24 3 12247
15 4 18013
28 22 19266
8 15 19830
27 4 25122
8 27 26939
8 42 27893
40 20 31286
15 12 34127
7 15 37755
4 8 37843
27 39 41454
4 29 41605
48 42 43535
2 9 43816
2 15 45240
17 9 45566
9 39 47139
4 45 49111
28 9 49922
27 6 51777
12 4 52140
39 4 52358
22 15 56394
41 22 56886
14 33 57254
8 7 57585
12 29 57719
15 6 58886
29 28 60720
24 33 62033
29 22 63331
18 10 63531
8 2 65070
42 4 65736
45 15 67124
15 32 68533
32 41 69025
22 9 69188
4 30 69617
30 12 71513
33 3 74280
7 28 74883
29 30 75196
24 8 75609
32 27 75642
41 28 76152
4 17 76373
46 14 76711
2 10 76724
6 28 80413
24 46 81490
2 7 82995
26 30 84387
42 7 85478
27 1 86398
37 29 87357
16 45 89017
6 10 90115
25 9 90663
39 22 90739
1 29 91770
21 6 92194
30 22 92397
15 1 93507
15 24 95439
3 9 95986
6 7 96641
30 5 97428
34 36 100659
39 45 101469
46 44 102437
39 32 102878
22 42 104117
32 30 104536
16 43 105083
15 19 105793
21 2 105840
8 5 106140
7 32 106288
17 46 108147
9 24 108233
19 45 108349
15 40 110608
37 15 110949
13 46 111450
32 6 111818
48 29 111830
24 48 112169
2 45 112364
32 11 112365
13 6 112544
22 17 114754
2 20 115583
6 41 118687
24 29 119031
37 45 119077
14 24 119287
8 38 119516
5 39 120655
35 8 121379
31 15 122054
40 9 123402
19 48 125341
28 48 125366
19 8 125623
26 40 126001
45 6 126010
2 34 126095
32 17 126893
41 13 127452
3 2 128432
31 27 129163
19 29 129385
8 40 130438
28 1 130635
8 37 130779
1 30 130893
3 14 131534
17 48 132234
10 35 133033
41 8 133110
2 48 133478
40 33 133886
25 22 134263
43 37 135143
32 45 135657
17 25 136229
25 6 136755
7 38 137441
8 33 137642
34 3 138787
30 36 139615
2 24 140679
38 33 140902
19 7 143548
26 16 144001
48 22 144632
2 38 144926
39 37 145294
29 10 145556
17 35 145691
32 25 146402
18 30 146619
6 36 146642
30 24 147043
14 6 147283
41 12 147407
28 37 148077
40 7 148363
20 5 148959
33 35 149427
14 22 149599
45 48 149654
42 46 150124
3 45 150316
34 24 151034
38 30 151290
22 24 151833
19 42 153516
4 26 154004
24 13 154026
24 6 154325
35 22 155070
12 31 156181
37 2 156189
10 39 156309
15 11 156620
48 32 156771
20 11 157291
26 28 157518
38 17 158046
31 28 159182
26 29 159583
13 27 159610
10 7 159719
31 7 159809
4 20 159907
43 26 161018
32 14 161738
11 6 162027
21 35 162149
21 40 162845
31 19 163279
11 29 163557
27 33 164581
43 13 164745
20 33 165172
26 10 167220
28 14 168865
40 41 169345
11 9 169414
5 3 169502
9 34 169911
10 44 171245
15 34 171335
48 33 174202
5 48 174548
31 36 174817
15 44 175009
40 5 175361
2 11 175673
12 20 176021
20 39 176239
29 47 176261
38 25 177555
27 18 178386
22 31 178448
20 28 179022
21 39 179403
13 42 180444
5 10 180516
13 23 180595
1 35 180838
31 32 181422
26 5 181815
31 18 181821
21 10 182309
9 18 184071
3 35 184741
12 44 185949
39 13 186846
48 38 187924
42 16 188732
13 7 190256
21 31 190423
11 12 190747
39 11 190965
34 8 191165
37 18 191338
34 28 192862
7 11 194375
29 34 194927
41 26 195792
40 24 195919
15 23 196135
44 3 196174
41 3 196472
32 13 196477
5 21 196904
24 35 196988
19 16 197366
47 23 200053
20 17 200254
39 46 200852
35 38 201235
41 48 201518
29 36 202083
26 14 202633
26 45 203115
46 28 203635
32 21 204012
25 13 204737
3 10 205156
31 3 205246
4 14 205253
8 18 205325
40 43 206638
22 33 206853
19 35 207342
37 41 207574
31 5 208364
20 37 208656
45 20 209018
14 29 210832
21 41 210881
28 44 212137
44 13 213887
23 4 214148
11 17 214980
23 14 215334
1 31 215561
36 7 216246
40 19 216401
37 19 216742
5 34 217159
24 10 217403
20 3 218946
19 41 219073
20 25 219763
11 31 220071
2 44 220249
10 38 221650
23 40 222488
7 18 223250
35 31 223603
11 45 223744
32 34 224267
13 37 225796
44 30 226613
36 44 227772
44 6 229662
20 48 230132
24 26 231430
11 35 231982
37 10 232913
23 28 233263
39 47 234198
26 38 235677
14 10 235724
47 40 237086
46 47 237165
41 16 237634
7 43 238163
25 14 239476
46 21 239905
24 21 240497
43 4 243211
46 10 247473
36 20 248579
24 43 249293
30 47 251457
24 36 251693
17 23 254495
16 13 255856
21 37 256007
44 48 257539
31 26 258045
47 17 258213
13 19 258294
37 47 263618
20 31 263948
23 11 264707
1 18 264784
5 43 265457
14 1 265524
47 20 268372
1 44 268516
19 46 272300
34 11 274476
34 19 277128
46 37 277456
19 43 277967
44 47 278197
43 22 279605
18 38 285181
10 23 285839
21 16 286067
5 47 286163
1 23 289642
23 46 292045
16 33 292343
47 16 293227
1 43 306971
31 23 318189
44 34 328431
26 47 335844
21 23 341193
23 44 371144
Case #297: 166
37 25 7488
41 7 16916
16 22 57886
31 10 58108
10 23 71519
27 45 77850
15 32 79354
50 3 89890
42 31 92815
23 33 104475
6 4 110903
9 24 116647
3 30 117339
10 11 117940
32 6 118858
30 10 122338
23 50 130682
24 44 134045
41 27 136633
46 4 138342
39 30 143462
12 37 147147
9 33 148357
36 5 159224
39 17 171003
15 9 171016
25 27 172211
28 12 172769
7 35 173214
13 11 174643
15 38 184221
24 45 185439
41 17 201688
15 7 202141
20 42 202584
33 44 203098
42 45 208782
27 15 208920
14 17 211285
13 33 213487
28 18 214519
11 27 216351
15 49 218937
4 28 224279
49 1 224435
29 35 225466
3 32 226306
14 11 231572
18 29 235072
7 30 237093
11 1 238398
7 47 239135
35 36 239488
25 2 239567
14 31 240502
1 37 243045
10 34 243546
18 11 245197
28 32 246335
2 31 247350
34 27 248874
16 15 250483
28 33 253060
44 36 254599
39 31 255182
41 26 256539
30 22 258457
47 32 260154
31 50 260309
13 17 261887
4 45 262573
29 28 265628
48 33 266746
24 31 272455
23 13 272493
24 49 273306
5 47 273839
11 7 274745
22 46 274868
28 50 279267
3 27 282655
14 34 282902
26 4 285892
42 27 286632
50 8 287669
2 48 288421
7 34 290221
11 41 291661
5 14 292373
10 28 299844
23 28 301924
45 9 302086
2 14 302874
41 49 305624
40 4 306841
41 42 309416
26 34 310024
18 35 311156
5 41 312096
40 35 312231
21 4 312528
36 13 313432
11 39 315014
17 44 320497
2 41 320978
20 48 321496
50 27 323735
4 1 325224
39 40 325406
35 8 327538
9 4 328982
6 41 332332
16 46 332754
38 7 335257
6 40 339978
22 26 345635
9 31 346439
34 6 350676
7 3 354432
46 31 357485
14 9 363707
20 39 364951
35 22 365900
47 34 367868
18 38 369966
21 48 372682
18 47 377077
6 47 379012
20 6 379523
26 46 380503
22 44 381011
35 13 384873
33 21 385687
42 21 387438
44 14 387748
22 48 388328
28 11 390395
44 16 393283
2 21 412077
12 46 413687
9 48 415103
13 19 415999
35 16 423786
7 20 424186
19 15 424423
34 9 424859
40 46 427709
35 38 430942
33 19 440439
42 19 442190
15 43 446615
40 16 452637
31 19 465591
50 19 466646
44 40 469791
40 21 479579
1 43 485444
12 19 490646
16 20 492182
20 9 492228
39 46 496451
44 20 509336
19 39 530245
19 18 534740
40 19 535815
43 19 766712
Case #298: Impossible
Case #299: 3
4 12 100359
12 9 691965
4 9 792324
Case #300: 40
10 8 40063
12 13 118679
3 9 127323
15 3 128506
14 5 136730
8 15 177991
8 12 209884
2 6 217473
9 15 255829
3 11 267591
2 10 269167
14 10 270773
4 14 272452
5 13 280851
8 7 300788
13 8 328563
4 2 350972
11 12 381925
7 13 399860
10 16 411830
16 4 413509
5 2 421491
9 6 428891
7 9 440985
15 16 447486
1 12 450434
15 5 451813
12 3 459751
11 2 481271
1 10 483827
14 1 502041
6 15 510315
7 12 510672
12 2 519114
7 14 531498
11 5 539481
2 14 539940
3 6 556214
11 1 574262
7 6 633112
Case #301: Impossible
Case #302: Impossible
Case #303: 197
36 20 11551
20 39 26186
15 14 26514
39 8 28422
40 37 29711
31 24 30647
33 23 41344
8 33 44608
5 19 46053
4 30 48979
5 11 53009
20 8 54608
14 20 56138
31 17 62557
34 23 63563
14 36 67669
31 19 71117
10 15 72625
21 17 73209
41 40 74414
14 16 75809
23 30 76717
31 11 78073
23 40 78567
33 36 79256
28 31 79914
8 15 82734
9 11 84587
28 34 88289
17 14 89636
38 11 93640
11 10 95640
30 40 96030
8 16 96043
41 14 100050
41 39 100145
38 19 100596
28 24 102579
10 19 102596
28 5 104978
36 21 105340
17 32 109761
36 41 114800
38 14 114803
30 8 120136
34 25 121006
36 28 123390
29 40 123469
39 9 124133
4 33 124199
36 24 125335
8 6 126029
29 32 126269
4 24 128170
37 9 129302
31 39 130647
9 40 133071
17 19 133674
24 40 134880
6 19 137162
11 30 138225
2 5 138490
40 25 139081
23 2 139823
39 4 140693
30 32 141791
8 17 145831
41 10 146161
32 6 147684
10 5 148649
15 2 149010
28 4 150422
4 11 151913
9 8 152555
10 28 153104
41 28 154094
4 25 156831
8 31 159069
13 11 159656
13 28 162233
21 14 162845
11 41 165699
7 29 166392
19 13 166612
13 7 167130
23 38 167734
10 30 167777
17 4 167779
5 3 167911
34 31 168203
24 8 168412
37 25 168792
28 38 170524
25 11 172077
6 10 173670
14 2 173768
28 25 173918
19 40 174343
1 23 175280
23 24 175383
37 19 176777
14 5 177257
21 38 178287
9 30 179907
34 10 180931
31 30 181357
21 32 182970
41 34 183598
4 5 183885
21 35 183886
25 16 185523
15 26 186575
31 6 187250
40 26 187453
35 9 188024
21 26 188680
35 16 188813
23 29 189592
2 25 190187
34 26 194385
19 20 196797
16 19 196975
34 38 198351
1 37 200870
11 33 204610
11 29 206579
31 13 207433
5 26 211074
27 41 211087
12 14 211497
14 26 213089
13 9 213947
1 27 215214
35 1 217260
3 37 217369
5 35 219602
1 16 221332
41 2 222546
13 24 224308
29 6 225392
13 29 227703
25 38 228248
3 15 228814
13 30 234107
26 16 235870
40 12 237133
35 40 238986
20 13 239378
35 32 241786
30 18 242300
1 10 242906
6 18 248193
30 1 251997
10 13 255296
17 35 257095
26 19 257127
7 24 258848
29 21 258922
26 41 260190
38 1 260326
27 14 262576
41 7 264008
35 14 264622
7 1 268135
35 37 268697
35 33 276209
40 22 277476
25 26 280014
35 8 281341
28 18 284210
40 7 289861
3 6 290385
13 8 290707
32 7 292661
35 30 295908
31 1 297725
6 35 301801
27 23 303063
6 27 303847
1 21 308368
35 10 310733
17 7 312006
33 22 314699
24 18 321491
33 7 327084
22 16 327649
4 27 334097
35 26 335176
12 1 336488
19 18 338278
18 11 345234
25 18 350152
31 18 352138
12 18 414980
27 22 498815
27 18 527418
22 18 554802
Case #304: 493
7 26 360
7 32 4256
32 26 4616
5 17 6177
33 35 6180
33 30 6790
8 23 11387
7 33 11407
26 33 11767
6 16 11905
9 23 12064
34 33 12107
30 35 12970
29 31 14545
32 33 15663
21 3 15819
27 34 16050
8 12 16065
24 33 16366
7 35 17587
35 26 17947
7 30 18197
34 35 18287
30 26 18557
30 34 18897
35 32 21843
30 32 22453
35 24 22546
14 12 22603
30 24 23156
8 9 23451
34 26 23493
34 7 23514
26 14 24413
7 14 24773
4 18 25224
18 9 25674
23 16 26923
23 14 27281
34 32 27770
7 24 27773
22 10 28069
24 26 28133
33 27 28157
34 24 28473
14 32 29029
9 16 29631
14 9 29989
5 7 31227
26 5 31587
24 32 32029
15 1 32703
18 12 33060
32 17 33148
27 35 34337
14 33 36180
30 3 37240
23 18 37738
26 17 37764
7 31 37802
26 31 38162
32 36 39480
26 27 39543
27 7 39564
17 25 39620
6 9 41536
32 31 42058
14 35 42360
33 5 42634
14 30 42970
7 36 43736
32 27 43820
3 33 44030
26 36 44096
25 18 44126
24 27 44523
14 16 44848
5 25 45797
13 23 46304
27 5 47023
4 11 47302
12 7 47376
14 34 47906
8 18 49125
33 31 49209
3 35 50210
8 6 50215
15 33 50674
4 9 50898
12 13 50982
12 32 51632
26 23 51694
23 7 52054
7 29 52347
26 29 52707
21 30 53059
26 9 54402
34 5 54741
7 9 54762
17 35 54991
36 33 55143
18 16 55305
31 35 55389
7 3 55437
3 26 55797
26 22 55815
31 30 55999
14 5 56000
29 32 56603
14 6 56753
18 10 56853
35 15 56854
15 30 57464
13 8 57691
4 12 58284
9 13 58368
12 33 58783
24 5 59000
3 32 59693
4 10 59863
3 24 60396
32 22 60431
29 10 60675
17 34 60918
35 36 61323
15 7 62081
14 17 62177
21 28 62240
15 26 62441
14 31 62575
15 34 62781
23 4 62962
8 7 63441
33 23 63461
12 35 64963
17 24 65177
10 30 65499
31 24 65575
8 32 66010
21 35 66029
20 30 66140
33 9 66169
15 32 66337
36 5 66451
34 36 67250
22 33 67582
14 36 68509
26 16 69261
4 25 69350
16 7 69621
23 35 69641
25 9 69800
29 35 69934
30 23 70251
12 34 70509
7 20 70757
34 20 71457
36 24 71509
26 21 71616
34 21 71956
27 3 72187
33 10 72289
9 35 72349
11 18 72526
36 17 72628
25 32 72768
17 4 72967
13 16 73227
14 13 73585
8 4 74349
8 33 74848
20 32 75013
15 9 75057
24 12 75149
23 34 75187
21 32 75512
34 29 75861
7 25 77024
14 29 77120
25 12 77186
31 27 77366
26 25 77384
34 9 77895
35 10 78469
5 12 78603
15 27 78831
27 25 79805
16 19 79809
23 24 79827
26 18 80076
29 24 80120
3 14 80210
18 7 80436
16 4 80529
4 14 80887
16 33 81028
8 35 81028
26 6 81166
35 4 81313
7 6 81526
30 8 81638
25 23 81864
1 18 81922
12 15 82443
9 10 82527
9 24 82535
23 5 83281
36 27 83300
1 33 83377
29 5 83574
30 28 83661
7 10 83696
18 17 83746
10 26 83884
22 24 83948
32 18 84692
17 12 84780
18 22 84922
6 13 85132
12 31 85178
32 6 85782
4 7 86540
27 12 86559
8 34 86574
5 3 86664
15 14 86854
26 4 86900
35 16 87208
4 34 87240
30 16 87818
4 22 87932
32 10 87952
21 27 88006
25 33 88431
24 10 88655
22 29 88744
15 4 89401
23 17 89458
1 35 89557
17 29 89751
12 10 89913
33 28 90451
32 4 90796
12 36 91112
8 24 91214
24 4 91499
33 18 91843
9 17 92166
4 6 92434
9 31 92564
34 16 92754
33 6 92933
8 5 92981
31 3 93239
8 25 93251
5 15 93308
27 9 93945
23 10 94591
25 35 94611
1 6 94711
26 1 95144
25 30 95221
22 27 95358
34 1 95484
20 14 95530
34 25 95855
14 21 96029
36 29 96083
22 12 96472
28 35 96631
16 24 97394
11 9 98200
7 13 98358
36 9 98498
15 8 98508
30 18 98633
8 17 99158
25 16 99431
17 15 99485
12 29 99723
6 30 99723
1 24 99743
14 25 99789
15 31 99883
22 36 99911
18 15 100731
5 16 100848
10 25 100979
23 22 101150
8 31 101243
10 14 101938
5 20 101984
12 19 102054
26 28 102218
21 5 102483
34 28 102558
13 32 102614
27 8 102624
3 10 102739
27 28 103063
27 4 103290
34 18 103569
22 9 103858
11 1 104000
29 23 104401
6 34 104659
15 16 104688
24 25 104797
1 12 105051
36 8 105490
11 12 105586
36 15 105817
28 32 106114
19 23 106732
28 24 106817
17 16 107025
9 29 107109
11 10 107165
16 31 107423
3 23 107491
29 3 107784
18 24 108209
20 31 108559
17 21 108660
16 27 108804
21 31 109058
13 4 109266
24 6 109299
9 19 109440
33 13 109765
20 15 110024
11 23 110264
21 15 110523
1 27 111534
22 3 111612
16 10 112158
25 1 112159
25 36 112248
22 8 112537
5 6 112753
16 36 113357
11 5 114092
36 20 114493
25 31 114826
10 5 114923
21 36 114992
35 13 115945
13 30 116555
1 10 116561
6 15 116593
11 25 116652
8 19 118119
12 20 118133
18 31 118238
21 10 118558
22 16 118717
8 3 118878
20 21 119199
6 31 119328
6 27 120709
4 2 120784
2 22 120819
17 10 121100
34 13 121491
8 11 121651
23 20 122811
15 10 122963
20 29 123104
21 29 123603
6 10 124063
18 36 124172
4 31 124342
16 3 125058
6 36 125262
20 9 125519
24 13 126131
20 22 126932
21 22 127431
10 36 127432
11 16 127831
13 25 128168
14 11 128189
17 13 128292
35 11 128615
22 25 129048
5 13 129585
4 36 130276
25 3 132461
31 1 132586
5 28 133085
15 13 133425
11 7 133842
8 20 134198
11 26 134202
4 20 134483
11 34 134542
8 21 134697
4 21 134982
18 3 135873
31 13 136160
2 10 136167
15 11 136703
3 6 136963
27 13 137541
36 1 138520
11 24 138801
15 25 139105
17 28 139262
28 31 139660
6 11 139736
16 20 140378
21 16 140877
13 10 140895
28 15 141125
1 20 142727
1 21 143226
1 22 144630
28 23 145637
3 2 146897
22 13 147454
20 25 147781
25 21 148280
26 19 149070
10 28 149160
28 12 149234
19 7 149430
11 27 150592
13 29 150705
20 18 151193
21 18 151692
6 21 152782
13 19 153036
19 32 153686
3 13 153795
28 29 154205
28 9 156620
28 8 157024
22 28 158033
19 4 160338
19 33 160837
19 1 162615
2 21 162716
4 28 165584
3 11 166465
11 31 166549
19 35 167017
19 30 167627
11 29 167840
2 11 168086
20 13 169115
28 16 171479
2 9 171682
19 34 172563
28 1 173828
26 2 176634
2 7 176994
24 19 177203
1 2 177482
11 36 177578
28 18 178322
25 28 178882
25 19 179240
5 19 180657
2 32 181250
11 20 181785
11 21 182284
28 6 183384
2 23 183746
15 19 184497
19 17 186834
31 19 187232
5 2 187574
33 2 188401
2 25 190134
13 28 191941
19 10 191967
36 19 193166
2 28 193318
2 17 193751
2 35 194581
14 2 194688
29 2 196842
2 16 201313
29 19 201777
19 3 204867
19 11 207640
2 31 211387
11 28 212886
6 2 213218
19 21 220686
2 36 220730
2 13 230050
2 20 247751
Case #305: 284
22 19 739
36 30 3057
14 22 4566
4 7 5437
2 22 18800
4 14 22145
14 27 22529
14 2 23366
7 22 24494
15 14 29971
18 22 32568
3 10 32769
15 35 33007
31 14 35083
14 18 37134
35 2 39612
18 35 40170
7 27 42457
34 29 43507
15 4 44462
31 27 48480
4 31 49574
18 27 50531
4 18 51625
23 21 55926
19 32 56895
18 7 57062
35 22 58412
24 17 60455
17 22 62389
35 14 62978
17 19 63128
28 30 64339
22 20 66890
17 14 66955
20 19 67629
29 10 68882
29 20 69012
35 27 70215
21 10 71100
21 34 72143
1 14 73503
16 27 74091
32 2 76434
35 4 77469
22 1 78069
15 29 80731
2 17 81189
11 14 82405
2 25 82643
3 35 83837
4 20 85947
19 11 86232
7 17 86883
24 28 87740
36 3 89123
35 34 91231
7 20 91384
16 22 92054
30 27 92159
16 19 92793
32 29 94252
16 17 94918
17 18 94957
24 5 95604
27 1 96032
12 36 96734
6 30 98541
30 34 99574
1 7 101085
25 22 101443
25 19 102182
13 27 104349
35 13 104440
11 2 105771
25 14 106009
31 9 106502
6 3 107726
2 9 107995
29 12 108106
36 13 109726
11 7 109987
2 16 110854
30 19 110861
4 16 111111
36 22 113179
28 1 113861
13 23 114860
7 16 116548
16 15 117459
34 27 117558
36 14 117745
11 18 119539
17 32 120023
25 4 120500
13 22 122312
22 24 122844
19 13 123051
15 12 124062
15 34 124238
20 32 124524
16 18 124622
8 22 124805
3 27 124952
29 4 125193
29 36 125236
7 25 125937
25 12 126492
13 14 126878
14 24 127410
9 19 127534
29 30 128293
1 25 128515
4 34 128659
17 20 129279
14 8 129371
20 25 130333
12 2 130667
9 14 131361
34 18 131401
36 2 131979
22 10 134478
30 7 134616
10 19 135217
22 34 135521
30 15 135527
4 3 136053
34 19 136260
20 10 137894
10 14 139044
34 14 140087
10 6 140495
31 30 140639
7 3 141490
13 31 142559
3 16 142695
8 4 143862
36 20 144143
12 3 144219
35 16 144306
9 27 144758
4 9 145852
7 13 146806
24 15 148249
7 8 149299
16 32 149688
12 19 150206
15 8 150210
9 7 151289
34 12 151613
9 1 153867
12 14 154033
5 29 154199
24 36 155136
24 16 155373
17 5 156059
18 8 157373
28 12 158016
25 32 159077
10 16 160676
35 30 162374
10 32 163134
27 21 163283
13 12 164822
36 16 169307
29 37 169978
1 16 170123
12 37 170578
36 32 170813
29 23 171576
14 37 172422
12 7 173961
8 5 175384
38 27 178838
33 1 179170
28 15 180664
36 1 181257
23 16 183727
26 14 183861
31 28 185776
21 14 185812
15 23 187134
21 6 187263
28 2 187269
11 25 188414
22 26 188427
20 24 189734
6 27 190700
34 1 191041
3 25 192882
16 25 193497
28 4 193518
15 21 196381
38 19 197540
5 21 197623
21 2 200046
25 34 200276
13 9 201095
31 21 201493
9 23 201604
18 21 203544
25 36 205494
26 4 206006
37 3 206091
25 30 208551
10 1 212547
20 6 212851
6 14 213229
23 19 213278
34 37 213485
25 13 213485
28 35 213671
11 9 213766
33 31 216248
23 14 217105
24 29 218040
18 33 218299
31 26 218944
38 7 221295
5 20 223211
8 10 223357
16 37 223984
24 25 224287
15 6 224570
29 8 224781
25 10 225651
23 30 227643
31 6 229682
28 32 232095
21 38 232548
24 13 234293
22 33 236541
2 5 237248
38 34 240048
14 33 241107
28 25 242376
24 10 246459
35 26 246839
38 3 247442
24 8 247649
23 25 248846
38 35 249053
16 6 250421
17 26 250816
8 9 251600
37 11 254827
20 26 255317
9 37 256651
37 8 256735
26 1 257364
21 1 259315
26 3 261158
3 33 261966
26 28 272679
5 37 278367
23 12 279682
33 17 280642
13 26 281761
13 33 282569
11 38 283772
37 21 285628
26 37 289057
24 37 290700
33 28 293031
25 38 298244
23 11 299510
21 33 299674
33 37 300383
26 9 302766
28 37 306391
26 6 306881
26 24 311271
37 6 313817
33 11 323512
38 9 323596
24 23 335383
33 30 340503
26 21 340695
23 37 341554
8 33 355186
26 33 364487
6 33 369692
26 38 385228
33 38 427182
Case #306: 133
16 25 1520
23 5 8561
6 7 9823
25 9 19752
19 16 37299
25 19 38819
10 8 48145
15 16 52811
19 9 58571
10 25 60769
15 2 60955
9 7 65766
19 8 66499
8 11 70340
22 16 73255
23 16 73926
7 2 74257
22 25 74775
13 10 79752
16 5 82487
2 6 84080
16 7 87038
15 19 90110
23 9 95069
10 19 96548
23 21 98901
8 13 99885
19 22 100638
25 12 104001
22 11 104479
10 2 109937
10 15 112060
24 8 116510
16 4 118461
10 11 118485
12 9 123753
2 22 123943
19 11 124775
8 9 125070
22 15 126066
20 9 126303
11 2 129078
23 10 133175
19 6 134160
15 5 135169
16 3 136544
4 13 138964
13 16 139001
4 9 139733
25 20 146055
24 14 146299
5 11 146621
22 6 146676
23 22 147181
24 22 150649
8 2 154486
7 23 160835
18 1 161912
2 17 164255
5 24 167532
20 6 168830
6 23 170658
7 8 170992
4 15 171272
21 16 172827
21 25 174218
25 14 174973
12 23 176407
16 14 176493
11 4 177697
5 6 179219
19 24 183009
19 20 184874
12 5 184968
11 24 186850
15 3 189355
7 12 189519
15 13 191812
3 4 195700
24 12 196327
6 12 199342
5 4 200948
13 7 202599
7 4 205499
8 21 206192
22 3 207045
16 18 209705
3 23 210470
25 18 211225
6 13 212422
4 18 213264
17 25 213423
5 13 215737
13 24 216395
3 7 223582
4 24 223867
11 3 224020
1 19 224600
17 15 225210
20 5 229933
3 6 233405
12 3 236271
3 8 240342
9 24 241580
22 14 249748
20 12 250056
14 23 250290
20 8 251373
17 19 252242
16 1 261899
1 4 265458
21 18 268475
15 24 273119
1 2 273518
5 1 273953
21 12 275308
7 18 276899
23 1 282514
20 3 284119
3 24 284633
13 20 286576
4 21 291288
1 14 297608
13 21 306077
3 21 309371
14 3 313037
14 13 315494
17 12 317424
20 14 321028
7 1 329093
3 17 351487
20 1 409474
24 17 435251
Case #307: Impossible
Case #308: 4
6 4 23108
6 2 198567
6 1 494161
1 2 692728
Case #309: 303
27 14 2372
12 9 5765
10 29 9532
27 4 10845
2 1 15787
28 13 18030
18 16 18788
31 25 25352
